"","Date_Time","WaterFlowF"
"1",2015-12-03 17:00:00,31.3596706456732
"2",2015-12-03 18:00:00,31.3596706456732
"3",2015-12-03 19:00:00,31.3596706456732
"4",2015-12-03 20:00:00,31.3596706456732
"5",2015-12-03 21:00:00,31.3596706456732
"6",2015-12-03 22:00:00,31.3596706456732
"7",2015-12-03 23:00:00,31.3596706456732
"8",2015-12-04 00:00:00,31.3596706456732
"9",2015-12-04 01:00:00,31.3596706456732
"10",2015-12-04 02:00:00,31.3596706456732
"11",2015-12-04 03:00:00,31.3596706456732
"12",2015-12-04 04:00:00,31.3596706456732
"13",2015-12-04 05:00:00,31.3596706456732
"14",2015-12-04 06:00:00,31.3596706456732
"15",2015-12-04 07:00:00,31.3596706456732
"16",2015-12-04 08:00:00,31.3596706456732
"17",2015-12-04 09:00:00,31.3596706456732
"18",2015-12-04 10:00:00,31.3596706456732
"19",2015-12-04 11:00:00,31.3596706456732
"20",2015-12-04 12:00:00,31.3596706456732
"21",2015-12-04 13:00:00,31.3596706456732
"22",2015-12-04 14:00:00,31.3596706456732
"23",2015-12-04 15:00:00,31.3596706456732
"24",2015-12-04 16:00:00,31.3596706456732
"25",2015-12-04 17:00:00,31.3596706456732
"26",2015-12-04 18:00:00,31.3596706456732
"27",2015-12-04 19:00:00,31.3596706456732
"28",2015-12-04 20:00:00,31.3596706456732
"29",2015-12-04 21:00:00,31.3596706456732
"30",2015-12-04 22:00:00,31.3596706456732
"31",2015-12-04 23:00:00,31.3596706456732
"32",2015-12-05 00:00:00,31.3596706456732
"33",2015-12-05 01:00:00,31.3596706456732
"34",2015-12-05 02:00:00,31.3596706456732
"35",2015-12-05 03:00:00,31.3596706456732
"36",2015-12-05 04:00:00,31.3596706456732
"37",2015-12-05 05:00:00,31.3596706456732
"38",2015-12-05 06:00:00,31.3596706456732
"39",2015-12-05 07:00:00,31.3596706456732
"40",2015-12-05 08:00:00,31.3596706456732
"41",2015-12-05 09:00:00,31.3596706456732
"42",2015-12-05 10:00:00,31.3596706456732
"43",2015-12-05 11:00:00,31.3596706456732
"44",2015-12-05 12:00:00,31.3596706456732
"45",2015-12-05 13:00:00,31.3596706456732
"46",2015-12-05 14:00:00,31.3596706456732
"47",2015-12-05 15:00:00,31.3596706456732
"48",2015-12-05 16:00:00,31.3596706456732
"49",2015-12-05 17:00:00,31.3596706456732
"50",2015-12-05 18:00:00,31.3596706456732
"51",2015-12-05 19:00:00,31.3596706456732
"52",2015-12-05 20:00:00,31.3596706456732
